feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,target
0.21863797480360336,0.5053552881033624,0.026535969683863625,0.1988376506866485,0.6498844377795232,0.5449414806032167,0.2204406220406967,0.5892656838759087,0.8094304566778266,0.006498759678061017,0
0.09274584338014791,0.09671637683346401,0.8474943663474598,0.6037260313668911,0.8071282732743802,0.7297317866938179,0.5362280914547007,0.9731157639793706,0.3785343772083535,0.552040631273227,1
0.22789827565154686,0.28938796360210717,0.0797919769236275,0.23279088636103018,0.10100142940972912,0.2779736031100921,0.6356844442644002,0.36483217897008424,0.37018096711688264,0.2095070307714877,0
0.1634024937619284,0.3794554417576478,0.9895233506365952,0.6399997598540929,0.5569497437746462,0.6846142509898746,0.8428519201898096,0.7759999115462448,0.22904807196410437,0.03210024390403776,1
0.65543866529488,0.39563190106066426,0.9145475897405435,0.4588518525873988,0.26488016649805246,0.24662750769398345,0.5613681341631508,0.26274160852293527,0.5845859902235405,0.897822883602477,0
0.10964913035065915,0.62744604170309,0.7920793643629641,0.42215996679968404,0.06352770615195713,0.38161928650653676,0.9961213802400968,0.529114345099137,0.9710783776136181,0.8607797022344981,0
0.11155217359587644,0.434765250669105,0.45372370632920644,0.9538159275210801,0.8758529403781941,0.26338905075109076,0.5005861130502983,0.17865188053013137,0.9126278393448205,0.8705185698367669,1
0.7786264786305582,0.5303536721951775,0.0005718961279435053,0.3241560570046731,0.019476742385832302,0.9290986162646171,0.8787218778231842,0.8316655293611794,0.30751412540266143,0.05792516649418755,1
0.7658344293069878,0.1283914644997628,0.4752823780987313,0.5498035934949439,0.2650566289400591,0.8724330410852574,0.4231379402008869,0.21179820544208205,0.5392960887794583,0.7299310690899762,1
0.12100419586826572,0.22469733703155736,0.33808556214745533,0.5883087184572333,0.230114732596577,0.22021738445155947,0.07099308600903254,0.6311029572700989,0.22894178381115438,0.905420013006128,0
0.935514240580671,0.5710430933252845,0.47267102631179414,0.7846194242907534,0.8074969977666434,0.1904099143618777,0.09693081422882333,0.4310511824063775,0.4235786230199208,0.467024668036675,1
0.8616725363527911,0.24865633392028563,0.1902089084408115,0.4486135478331319,0.4218816398344042,0.27854514466694047,0.2498064478821005,0.9232655992760128,0.44313074505345695,0.8613491047618306,0
0.8486957344143055,0.16631111060391401,0.48564112545071847,0.21374729919918167,0.4010402925494526,0.058635399972178925,0.3789731189769161,0.9853088437797259,0.26520305817215195,0.7840706019485694,0
0.15479682527406413,0.2967078254945642,0.9687093649691588,0.5791802908162562,0.5421952013742742,0.7479755603790641,0.05716527290748308,0.5841775944589712,0.5028503829195136,0.8527198920482854,0
0.2352038950009312,0.11988661394712419,0.8902873141294375,0.24621534778862486,0.5945191535334412,0.6193815103321031,0.4192249153358725,0.5836722892912247,0.5227827155319589,0.9347062577364272,1
0.31617719627185403,0.7518644924144021,0.07254311449315731,0.4582855226185861,0.9984544408544423,0.9960964478550944,0.073260721099633,0.2131543122670404,0.26520041475040135,0.9332593779937091,0
0.6116777657259501,0.9872330636315043,0.6539763177107326,0.007823107152157949,0.8171041351154616,0.2993787521999779,0.6633887149660773,0.9389300039271039,0.13429111439336772,0.11542867041910221,1
0.6342379588850797,0.2639839016304094,0.48853185214937656,0.9053364910793232,0.8461037132948555,0.09229846771273342,0.42357577256372636,0.27668022397225167,0.0035456890877823,0.7711192230196271,0
0.07524386007376704,0.883106393300143,0.9039285715598931,0.5455902892055223,0.8345950198860167,0.582509566489794,0.14809378556748265,0.12744551928213876,0.3082583499301337,0.89898148874259,0
0.7801162418714427,0.8841347014510089,0.4063773898321168,0.6206615101507128,0.15455333833220464,0.9298810156936744,0.864605696219964,0.9762060329309629,0.8107717199403969,0.8814162046633244,0
0.810749316574389,0.26680570959447203,0.7873745091354711,0.10809562640295711,0.8721667829060897,0.8585932513377816,0.22243371754566443,0.816586605596929,0.4603032346789421,0.30519086733860057,1
0.9668891040483611,0.2791249927218714,0.6414817386076277,0.39967838436006087,0.9811496871982601,0.5362157324787219,0.9392371403247157,0.11534175185142759,0.970400611022228,0.17856781617246364,1
0.6062088533061433,0.5114230596694781,0.38519543334472717,0.5765880434965995,0.25472250613858194,0.7087852838341706,0.0016912782186294661,0.9255751654990827,0.5384519970927919,0.7194299991448455,0
0.31391564505835967,0.8480152795063355,0.7197542630139502,0.3003222682112642,0.30928466220865325,0.40839290861921684,0.40240038705772463,0.295655202525947,0.12728779905915322,0.4204463337729083,0
0.0004059396972875273,0.2869137168689272,0.4298881499898346,0.579984781195682,0.6547056237030716,0.4649881902470142,0.4421597993048074,0.2137014009891003,0.47318618590932626,0.9011808258282542,0
0.8184234645366643,0.7511381375407322,0.672795670557167,0.22464066599728827,0.19912993272657664,0.024425387726826342,0.24484254407835015,0.47513634421880513,0.8497376946247319,0.0728282291845691,0
0.6560580111117841,0.00554481813803176,0.7509644766184729,0.7700461885740251,0.10658729656353894,0.4251461939427341,0.17588668170653166,0.9579660422795397,0.5179577504437408,0.05021838514064092,0
0.5954523184694197,0.9500396084431559,0.891425925810437,0.6126523227617628,0.7192739612759671,0.504778164824402,0.830569169721415,0.5478719506108284,0.8972081032332622,0.7436554421595849,1
0.6267484369817813,0.2745974469175383,0.07748335386473582,0.2857281508631525,0.2717151070821846,0.3197095684187623,0.5401522225184564,0.13837406151615572,0.23126147972818678,0.6939498122990523,0
