f1,f2,f3,target
6.394267984578837,0.25010755222666936,2.7502931836911926,False
2.2321073814882277,7.364712141640124,6.766994874229113,True
8.921795677048454,0.8693883262941615,4.2192181968527045,True
0.29797219438070344,2.1863797480360336,5.053552881033624,False
0.26535969683863625,1.988376506866485,6.498844377795232,False
5.449414806032166,2.204406220406967,5.892656838759088,False
8.094304566778266,0.06498759678061017,8.05819251832808,True
6.981393949882269,3.4025051651799187,1.5547949981178155,True
9.572130722067811,3.365945451126268,0.9274584338014791,True
0.9671637683346401,8.474943663474598,6.037260313668911,True
8.071282732743802,7.297317866938179,5.362280914547007,True
9.731157639793706,3.785343772083535,5.52040631273227,True
8.294046642529949,6.185197523642461,8.617069003107773,True
5.77352145256762,7.045718362149235,0.45824383655662215,True
2.2789827565154686,2.8938796360210715,0.797919769236275,False
2.327908863610302,1.0100142940972912,2.779736031100921,False
6.356844442644002,3.6483217897008426,3.701809671168826,True
2.095070307714877,2.669778220491134,9.36654587712494,False
6.480353852465935,6.091310056669882,1.7113864819809699,True
7.291267979503492,1.634024937619284,3.794554417576478,True
9.895233506365953,6.399997598540929,5.569497437746462,True
6.846142509898746,8.428519201898096,7.759999115462448,True
2.2904807196410437,0.3210024390403776,3.154530480590819,False
2.6774087597570273,2.109828435863265,9.429097143350544,False
8.763676264726689,3.146778807984779,6.5543866529488,True
3.9563190106066424,9.145475897405435,4.5885185258739885,True
2.6488016649805246,2.4662750769398345,5.613681341631508,False
2.6274160852293527,5.845859902235405,8.978228836024769,True
3.9940050514039727,2.1932075915728335,9.975376064951103,False
5.095262936764645,0.9090941217379389,0.4711637542473457,False
1.0964913035065915,6.2744604170309,7.920793643629641,False
4.22159966799684,0.6352770615195713,3.816192865065368,False
9.961213802400968,5.29114345099137,9.710783776136182,True
8.60779702234498,0.11481021942819636,7.207218193601946,True
6.817103690265748,5.369703304087952,2.668251899525428,True
6.40961798579808,1.1155217359587644,4.34765250669105,False
4.537237063292064,9.538159275210802,8.75852940378194,True
2.6338905075109076,5.005861130502983,1.7865188053013137,False
9.126278393448205,8.70518569836767,2.9844479144863287,True
6.389494948660052,6.089702114381723,1.528392685496348,True
7.625108000751513,5.393790301196257,7.7862647863055825,True
5.303536721951775,0.005718961279435053,3.241560570046731,False
0.19476742385832302,9.29098616264617,8.787218778231843,True
8.316655293611795,3.0751412540266143,0.5792516649418755,True
8.780095992040405,9.46949445297994,0.8565345206787878,True
4.8599046331661375,0.6921251846838361,7.606021652572315,False
7.658344293069877,1.283914644997628,4.752823780987313,True
5.4980359349494385,2.650566289400591,8.724330410852573,True
4.231379402008869,2.1179820544208203,5.392960887794583,False
7.299310690899762,2.0115106338969593,3.1171629130089498,True
9.951493566608946,6.498780576394535,4.381000839145041,True
5.175758410355906,1.2100419586826572,2.2469733703155734,False
3.380855621474553,5.883087184572333,2.30114732596577,True
2.2021738445155945,0.7099308600903254,6.311029572700989,False
2.289417838111544,9.054200130061279,8.596354002537465,True
0.7085734988865344,2.380046343689952,6.689777782962806,False
2.142368073704386,1.32311848725025,9.35514240580671,False
5.7104309332528445,4.726710263117941,7.846194242907534,True
8.074969977666434,1.904099143618777,0.9693081422882333,True
4.310511824063775,4.235786230199208,4.67024668036675,True
7.2907584945985064,6.7336454729330155,9.841652113659661,True
0.9841787115195888,4.026212821022687,3.3930260539496313,False
